30175,"Howard",Y,4 , 12 , 14 , 14 , 13 , 12 , 12 , 12 , 13 , 14 , 14 , 14 , 14 , 14 , 12 , 12 , 12 , 12 , 3 , 0 , 23 , 22 , 22 , 23 , 22 , 22 , 25 , 25 , 25 , 30 , 22 , 33 , 25 , 24 , 22 , 22 , 33 , 25
30026,"Skokie",Y,4 , 11 , 14 , 14 , 14 , 12 , 12 , 12 , 12 , 14 , 14 , 14 , 14 , 14 , 13 , 12 , 12 , 12 , 3 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0
30163,"South Boulevard",P,8 , 14 , 14 , 14 , 14 , 13 , 15 , 14 , 14 , 14 , 16 , 17 , 15 , 16 , 13 , 12 , 12 , 12 , 12 , 0 , 22 , 23 , 22 , 23 , 58 , 22 , 25 , 55 , 42 , 31 , 22 , 33 , 24 , 24 , 22 , 22 , 23 , 23
30052,"Main",P,8 , 14 , 14 , 13 , 15 , 13 , 15 , 14 , 14 , 14 , 16 , 16 , 16 , 15 , 13 , 13 , 12 , 12 , 12 , 0 , 31 , 31 , 22 , 31 , 31 , 22 , 0 , 15 , 25 , 29 , 31 , 3 , 31 , 12 , 22 , 31 , 21 , 23
30133,"Dempster",P,8 , 14 , 14 , 13 , 15 , 13 , 15 , 14 , 14 , 14 , 16 , 16 , 15 , 16 , 13 , 13 , 12 , 12 , 12 , 0 , 14 , 15 , 29 , 15 , 37 , 58 , 144 , 25 , 40 , 16 , 27 , 11 , 17 , 17 , 21 , 16 , 33 , 20
30010,"Davis",P,8 , 13 , 15 , 13 , 15 , 13 , 14 , 14 , 14 , 15 , 16 , 15 , 16 , 15 , 14 , 13 , 12 , 12 , 12 , 0 , 46 , 61 , 82 , 77 , 41 , 91 , 204 , 61 , 65 , 51 , 61 , 52 , 67 , 38 , 50 , 45 , 65 , 65
30101,"Foster",P,7 , 12 , 15 , 13 , 16 , 13 , 13 , 14 , 14 , 15 , 16 , 16 , 15 , 16 , 13 , 12 , 12 , 12 , 12 , 0 , 37 , 26 , 81 , 140 , 24 , 60 , 234 , 168 , 163 , 47 , 61 , 82 , 82 , 22 , 56 , 32 , 57 , 55
30078,"Noyes",P,6 , 13 , 15 , 13 , 15 , 13 , 14 , 14 , 14 , 15 , 16 , 16 , 15 , 16 , 13 , 12 , 12 , 12 , 12 , 0 , 36 , 43 , 92 , 140 , 22 , 54 , 234 , 168 , 143 , 47 , 52 , 52 , 82 , 21 , 62 , 32 , 57 , 55
30241,"Central-Purple",P,6 , 13 , 15 , 13 , 14 , 14 , 14 , 14 , 14 , 14 , 16 , 17 , 15 , 16 , 13 , 12 , 12 , 12 , 12 , 0 , 32 , 51 , 122 , 170 , 26 , 54 , 0 , 160 , 122 , 75 , 27 , 90 , 100 , 94 , 64 , 41 , 53 , 81
30203,"Linden",P,6 , 13 , 15 , 12 , 15 , 14 , 14 , 14 , 14 , 14 , 16 , 17 , 14 , 17 , 13 , 12 , 12 , 12 , 12 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0
30172,"O'Hare",Blue,13 , 20 , 28 , 24 , 21 , 20 , 20 , 20 , 21 , 22 , 22 , 22 , 22 , 20 , 18 , 17 , 16 , 15 , 13 , 24 , 37 , 37 , 42 , 23 , 22 , 22 , 25 , 25 , 25 , 30 , 22 , 33 , 25 , 24 , 22 , 37 , 11 , 23
30160,"Rosemont",Blue,15 , 19 , 28 , 24 , 23 , 20 , 20 , 20 , 21 , 22 , 22 , 22 , 22 , 20 , 18 , 17 , 16 , 15 , 13 , 0 , 85 , 73 , 55 , 37 , 0 , 0 , 0 , 124 , 0 , 63 , 0 , 15 , 117 , 0 , 0 , 40 , 0 , 94
30045,"Cumberland",Blue,15 , 19 , 27 , 24 , 22 , 21 , 20 , 20 , 20 , 22 , 22 , 22 , 22 , 21 , 19 , 17 , 16 , 15 , 13 , 20 , 119 , 31 , 20 , 21 , 1 , 1 , 1 , 33 , 31 , 31 , 31 , 31 , 31 , 31 , 31 , 23 , 20 , 104
30146,"Harlem-O'Hare",Blue,14 , 18 , 28 , 25 , 21 , 20 , 20 , 20 , 21 , 22 , 22 , 22 , 22 , 20 , 18 , 18 , 17 , 16 , 13 , 121 , 118 , 35 , 94 , 26 , 0 , 0 , 0 , 41 , 38 , 50 , 113 , 56 , 85 , 91 , 5 , 72 , 0 , 171
30248,"Jefferson Park",Blue,13 , 17 , 26 , 28 , 22 , 21 , 20 , 20 , 20 , 22 , 22 , 22 , 22 , 21 , 19 , 17 , 16 , 15 , 15 , 25 , 96 , 59 , 34 , 78 , 42 , 96 , 221 , 154 , 4 , 77 , 188 , 71 , 200 , 304 , 72 , 59 , 15 , 130
30260,"Montrose-Blue",Blue,12 , 18 , 26 , 27 , 23 , 21 , 20 , 20 , 20 , 22 , 22 , 22 , 22 , 21 , 19 , 17 , 16 , 15 , 13 , 46 , 53 , 38 , 34 , 63 , 57 , 104 , 221 , 154 , 18 , 70 , 158 , 71 , 200 , 304 , 113 , 59 , 4 , 74
30108,"Irving Park-Blue",Blue,12 , 18 , 25 , 28 , 23 , 20 , 20 , 20 , 21 , 22 , 22 , 22 , 22 , 21 , 19 , 17 , 16 , 15 , 13 , 81 , 71 , 90 , 76 , 111 , 80 , 77 , 237 , 139 , 8 , 93 , 140 , 90 , 161 , 285 , 96 , 53 , 7 , 64
30240,"Addison-Blue",Blue,11 , 18 , 26 , 27 , 22 , 21 , 20 , 20 , 21 , 22 , 22 , 22 , 22 , 20 , 18 , 18 , 17 , 16 , 13 , 88 , 83 , 66 , 106 , 59 , 192 , 100 , 161 , 187 , 15 , 29 , 97 , 138 , 122 , 198 , 192 , 44 , 0 , 83
30013,"Belmont-Blue",Blue,11 , 17 , 25 , 28 , 22 , 21 , 20 , 20 , 20 , 22 , 22 , 22 , 22 , 21 , 19 , 18 , 17 , 16 , 13 , 50 , 104 , 67 , 103 , 120 , 178 , 102 , 153 , 188 , 35 , 50 , 95 , 42 , 148 , 134 , 110 , 31 , 89 , 52
30198,"Logan Square",Blue,10 , 17 , 24 , 28 , 24 , 21 , 20 , 20 , 20 , 22 , 22 , 22 , 22 , 21 , 19 , 17 , 16 , 15 , 15 , 92 , 82 , 38 , 70 , 75 , 159 , 95 , 111 , 149 , 2 , 67 , 98 , 80 , 136 , 162 , 139 , 57 , 118 , 79
30112,"California-O'Hare",Blue,10 , 17 , 24 , 28 , 23 , 21 , 20 , 20 , 21 , 22 , 22 , 22 , 22 , 21 , 19 , 17 , 16 , 15 , 15 , 102 , 45 , 33 , 40 , 49 , 66 , 34 , 20 , 69 , 3 , 42 , 114 , 57 , 140 , 176 , 166 , 39 , 7 , 18
