Y;22043261490;24360;25740
Y;22043261491;25260;26640
Y;22043261492;26160;27540
Y;22043261493;27060;28440
Y;22043261494;27960;29340
Y;22043261495;28860;30240
Y;22043261496;29760;31140
Y;22043261497;30660;32040
Y;22043261498;31560;32940
Y;22043261499;32460;33840
Y;22043261500;33360;34740
Y;22043261501;34260;35640
Y;22043261502;35160;36540
Y;22043261503;36060;37440
Y;22043261504;36960;38340
Y;22043261505;37860;39240
Y;22043261506;38760;40140
Y;22043261507;39660;41040
Y;22043261508;40560;41940
Y;22043261509;41460;42840
Y;22043261510;42360;43740
Y;22043261511;43260;44640
Y;22043261512;44160;45540
Y;22043261513;45060;46440
Y;22043261514;45960;47340
Y;22043261515;46860;48240
Y;22043261516;47760;49140
Y;22043261517;48660;50040
Y;22043261518;49560;50940
Y;22043261519;50460;51840
Y;22043261520;51360;52740
Y;22043261521;52260;53640
Y;22043261522;53160;54540
Y;22043261523;54060;55440
Y;22043261524;54960;56340
Y;22043261525;55860;57240
Y;22043261526;56760;58140
Y;22043261527;57660;59040
Y;22043261528;58560;59940
Y;22043261529;59460;60840
Y;22043261530;60360;61740
Y;22043261531;61260;62640
Y;22043261532;62160;63540
Y;22043261533;63060;64440
Y;22043261534;63960;65340
Y;22043261535;64860;66240
Y;22043261536;65760;67140
Y;22043261537;66660;68040
Y;22043261538;67560;68940
Y;22043261539;68460;69840
Y;22043261540;69360;70740
Y;22043261541;70260;71640
Y;22043261542;71160;72540
Y;22043261543;72060;73440
Y;22043261544;72960;74340
Y;22043261545;73860;75240
Y;22043261546;74760;76140
Y;22043261547;75660;77040
Y;22043261548;76560;77940
Y;22043261549;77460;78840
Y;22043261550;78360;79740
Y;22043261551;79260;80640
Y;22043261552;80160;81540
Y;22043261553;81060;82440
Y;22043261616;22560;23940
Y;22043261617;23460;24840
Y;22043261620;81960;83340
Y;22043261621;82860;84240
P;22043261624;22020;24240
P;22043261625;22920;25140
P;22043261626;23820;26040
P;22043261627;24720;26940
P;22043261628;25620;27840
P;22043261629;26520;28740
P;22043261630;27420;29640
P;22043261631;28320;30540
P;22043261632;29220;31440
P;22043261633;30120;32340
P;22043261634;31020;33240
P;22043261635;31920;34140
P;22043261636;32820;35040
P;22043261637;33720;35940
P;22043261638;34620;36840
P;22043261639;35520;37740
P;22043261640;36420;38640
P;22043261641;37320;39540
P;22043261642;38220;40440
P;22043261643;39060;41340
P;22043261644;39840;42240
P;22043261646;41280;43740
P;22043261647;42000;44460
P;22043261648;42720;45180
P;22043261649;43440;45900
P;22043261651;44880;47340
P;22043261652;45600;48060
P;22043261653;46320;48780
P;22043261654;47040;49500
P;22043261656;48480;50940
P;22043261657;49200;51660
P;22043261658;49920;52380
P;22043261659;50640;53100
P;22043261661;52080;54540
P;22043261662;52800;55260
P;22043261663;53520;55980
P;22043261664;54240;56700
P;22043261666;55680;58140
P;22043261667;56400;58860
P;22043261668;57120;59580
P;22043261669;57840;60300
P;22043261671;59280;61740
P;22043261672;60000;62460
P;22043261673;60780;63180
P;22043261674;61620;63960
P;22043261675;62520;64800
P;22043261676;63420;65640
P;22043261677;64320;66540
P;22043261678;65220;67440
P;22043261679;66120;68340
P;22043261680;67020;69240
P;22043261681;67920;70140
P;22043261682;68820;71040
P;22043261683;69720;71940
P;22043261684;70620;72840
P;22043261685;71520;73740
P;22043261686;72420;74640
P;22043261687;73320;75540
P;22043261688;74220;76440
P;22043261689;75120;77340
P;22043261690;76020;78240
P;22043261691;76920;79140
P;22043261692;77820;80040
P;22043261693;78720;80940
P;22043261694;79620;81840
P;22043261695;80520;82740
P;22043261696;81420;83640
P;22043261697;82320;84540
P;22043261698;83220;85440
P;22043261699;84120;86340
P;22043261700;85020;87240
P;22043261701;85920;88140
P;22043261702;420;2640
P;22043261703;1320;3540
P;22043261704;2220;4440
P;22043261705;3120;5340
P;22043261706;4020;6240
P;22043261707;4920;7140
P;22043261949;18420;20640
P;22043261950;19320;21540
P;22043261951;20220;22440
P;22043261952;21120;23340
P;22043261992;7020;8940
P;22043261994;35460;37740
P;22043261995;36240;38640
P;22043261997;37680;40140
P;22043261998;38400;40860
P;22043261999;39120;41580
P;22043262029;60720;63180
P;22043262030;61440;63900
P;22043262032;62880;65340
P;22043262033;63600;66060
P;22043262035;65040;67500
P;22043262037;66480;68940
P;22043262038;67200;69660
P;22043262039;67980;70380
P;22043262138;5820;8040
Blue;22043485217;10800;14760
Blue;22043485218;11700;15660
Blue;22043485219;12600;16560
Blue;22043485220;13500;17460
Blue;22043485221;14400;18360
Blue;22043485222;15120;19080
Blue;22043485223;15840;19800
Blue;22043485224;16560;20520
Blue;22043485225;17280;21240
Blue;22043485226;18000;21960
Blue;22043485227;18720;22680
Blue;22043485228;19440;23400
Blue;22043485229;20160;24120
Blue;22043485230;20880;24840
Blue;22043485231;21600;25620
Blue;22043485232;22200;26220
Blue;22043485233;22800;26820
Blue;22043485234;23400;27420
Blue;22043485235;24000;28020
Blue;22043485236;24600;28620
Blue;22043485237;25140;29160
Blue;22043485238;25620;29640
Blue;22043485239;26100;30120
Blue;22043485240;26550;30600
Blue;22043485241;27000;31080
Blue;22043485242;27450;31530
Blue;22043485243;27900;31980
Blue;22043485244;28350;32430
Blue;22043485245;28800;32880
Blue;22043485246;29250;33330
Blue;22043485247;29700;33780
Blue;22043485248;30150;34230
Blue;22043485249;30600;34680
Blue;22043485250;31050;35130
Blue;22043485251;31500;35580
Blue;22043485252;31950;36030
Blue;22043485253;32400;36480
Blue;22043485254;32850;36930
Blue;22043485255;33300;37380
Blue;22043485256;33750;37830
Blue;22043485257;34200;38280
Blue;22043485258;34650;38730
Blue;22043485259;35100;39180
Blue;22043485260;35550;39630
Blue;22043485261;36000;40080
Blue;22043485262;36450;40530
Blue;22043485263;36900;40980
Blue;22043485264;37350;41430
Blue;22043485265;37800;41880
Blue;22043485266;38250;42330
Blue;22043485267;38700;42780
Blue;22043485268;39150;43230
Blue;22043485269;39600;43680
Blue;22043485270;40050;44130
Blue;22043485271;40500;44580
Blue;22043485272;40950;45030
Blue;22043485273;41400;45480
Blue;22043485274;41850;45930
Blue;22043485275;42300;46380
Blue;22043485276;42750;46830
Blue;22043485277;43200;47280
Blue;22043485278;43650;47730
Blue;22043485279;44100;48180
Blue;22043485280;44550;48630
Blue;22043485281;45000;49080
Blue;22043485282;45450;49530
Blue;22043485283;45900;49980
Blue;22043485284;46350;50430
Blue;22043485285;46800;50880
Blue;22043485286;47250;51330
Blue;22043485287;47700;51780
Blue;22043485288;48150;52230
Blue;22043485289;48600;52680
Blue;22043485290;49050;53130
Blue;22043485291;49500;53580
Blue;22043485292;49950;54030
Blue;22043485293;50400;54480
Blue;22043485294;50850;54930
Blue;22043485295;51300;55380
Blue;22043485296;51750;55830
Blue;22043485297;52200;56280
Blue;22043485298;52650;56730
Blue;22043485299;53100;57180
Blue;22043485300;53550;57630
Blue;22043485301;54000;58080
Blue;22043485302;54450;58530
Blue;22043485303;54900;58980
Blue;22043485304;55350;59430
Blue;22043485305;55800;59880
Blue;22043485306;56250;60330
Blue;22043485307;56700;60780
Blue;22043485308;57150;61230
Blue;22043485309;57600;61680
Blue;22043485310;58050;62130
Blue;22043485311;58500;62580
Blue;22043485312;58950;63030
Blue;22043485313;59400;63480
Blue;22043485314;59850;63930
Blue;22043485315;60300;64380
Blue;22043485316;60750;64830
Blue;22043485317;61200;65280
Blue;22043485318;61650;65730
Blue;22043485319;62100;66180
Blue;22043485320;62550;66630
Blue;22043485321;63000;67080
Blue;22043485322;63450;67530
Blue;22043485323;63900;67980
Blue;22043485324;64350;68430
Blue;22043485325;64800;68880
Blue;22043485326;65250;69330
Blue;22043485327;65700;69780
Blue;22043485328;66150;70230
Blue;22043485329;66600;70680
Blue;22043485330;67050;71130
Blue;22043485331;67500;71580
Blue;22043485332;67980;72030
Blue;22043485333;68460;72480
Blue;22043485334;69000;73020
Blue;22043485335;69600;73620
Blue;22043485336;70200;74220
Blue;22043485337;70800;74820
