30001;40010
30002;40010
30003;40020
30004;40020
30005;40030
30006;40030
30007;40040
30008;40040
30009;40480
30010;40050
30011;40050
30012;40060
30013;40060
30014;40070
30015;40070
30016;40080
30017;40080
30018;40090
30019;40090
30020;40100
30021;40100
30022;40120
30023;40120
30024;40130
30025;40130
30026;40140
30027;40140
30028;40150
30029;40150
30030;40160
30031;40160
30032;40170
30033;40170
30034;40180
30035;40180
30036;40190
30037;40190
30038;40200
30039;40200
30040;40210
30041;40210
30042;40220
30043;40220
30044;40230
30045;40230
30046;40240
30047;40240
30048;40250
30049;40250
30050;40260
30051;40260
30052;40270
30053;40270
30054;40280
30055;40280
30056;40290
30057;40290
30058;40300
30059;40300
30060;40310
30061;40310
30062;40320
30063;40320
30064;40330
30065;40330
30066;40340
30067;40340
30068;40350
30069;40350
30070;40360
30071;40360
30072;40370
30073;40370
30074;40380
30075;40380
30076;40390
30077;40390
30078;40400
30079;40400
30080;41400
30081;41400
30082;40420
30083;40420
30084;40430
30085;40430
30086;40440
30087;40440
30088;40450
30089;40450
30090;40460
30091;40460
30092;40470
30093;40470
30094;40480
30095;40490
30096;40490
30099;40510
30100;40510
30101;40520
30102;40520
30103;40530
30104;40530
30105;40540
30106;40540
30107;40550
30108;40550
30109;40560
30110;40560
30001;40010
30002;40010
30003;40020
30004;40020
30005;40030
30006;40030
30007;40040
30008;40040
30009;40480
30010;40050
30011;40050
30012;40060
30013;40060
30014;40070
30015;40070
30016;40080
30017;40080
30018;40090
30019;40090
30020;40100
30021;40100
30022;40120
30023;40120
30024;40130
30025;40130
30026;40140
30027;40140
30028;40150
30029;40150
30030;40160
30031;40160
30032;40170
30033;40170
30034;40180
30035;40180
30036;40190
30037;40190
30038;40200
30039;40200
30040;40210
30041;40210
30042;40220
30043;40220
30044;40230
30045;40230
30046;40240
30047;40240
30048;40250
30049;40250
30050;40260
30051;40260
30052;40270
30053;40270
30054;40280
30055;40280
30056;40290
30057;40290
30058;40300
30059;40300
30060;40310
30061;40310
30062;40320
30063;40320
30064;40330
30065;40330
30066;40340
30067;40340
30068;40350
30069;40350
30070;40360
30071;40360
30072;40370
30073;40370
30074;40380
30075;40380
30076;40390
30077;40390
30078;40400
30079;40400
30080;41400
30081;41400
30082;40420
30083;40420
30084;40430
30085;40430
30086;40440
30087;40440
30088;40450
30089;40450
30090;40460
30091;40460
30092;40470
30093;40470
30094;40480
30095;40490
30096;40490
30099;40510
30100;40510
30101;40520
30102;40520
30103;40530
30104;40530
30105;40540
30106;40540
30107;40550
30108;40550
30109;40560
30110;40560
30111;40570
30112;40570
30113;40580
30114;40580
30115;40590
30116;40590
30117;40600
30118;40600
30119;40610
30120;40610
30121;40630
30122;40630
30123;40640
30124;40640
30125;40650
30126;40650
30127;40660
30128;40660
30129;40670
30130;40670
30131;40680
30132;40680
30133;40690
30134;40690
30135;40700
30136;40700
30137;40710
30138;40710
30139;40720
30140;40720
30141;40730
30142;40730
30143;40740
30144;40740
30145;40750
30146;40750
30147;40760
30148;40760
30149;40770
30150;40770
30151;40780
30152;40780
30153;40790
30154;40790
30155;40800
30156;40800
30157;40810
30158;40810
30159;40820
30160;40820
30161;40830
30162;40830
30163;40840
30164;40840
30165;40850
30166;40850
30167;40870
30168;40870
30169;40880
30170;40880
30171;40890
30172;40890
30173;40900
30174;40900
30175;40900
30176;40900
30177;40910
30178;40910
30179;40920
30180;40920
30181;40930
30182;40930
30183;40940
30184;40940
30185;40960
30186;40960
30187;40970
30188;40970
30189;40980
30190;40980
30191;40990
30192;40990
30193;41000
30194;41000
30195;41010
30196;41010
30197;41020
30198;41020
30199;41030
30200;41030
30201;41040
30202;41040
30203;41050
30204;41050
30205;41060
30206;41060
30207;41070
30208;41070
30209;41080
30210;41080
30211;41090
30212;41090
30213;41120
30214;41120
30215;41130
30216;41130
30217;41140
30218;41140
30219;41150
30220;41150
30221;41160
30222;41160
30223;41170
30224;41170
30225;41180
30226;41180
30227;41190
30228;41190
30229;41200
30230;41200
30231;41210
30232;41210
30233;41220
30234;41220
30235;41220
30236;41220
30237;41230
30238;41230
30239;41240
30240;41240
30241;41250
30242;41250
30243;41260
30244;41260
30245;41270
30246;41270
30247;41280
30248;41280
30249;41290
30250;41290
30251;41300
30252;41300
30253;41310
30254;41310
30255;41320
30256;41320
30257;41320
30258;41320
30259;41330
30260;41330
30261;41340
30262;41340
30263;41350
30264;41350
30265;41360
30266;41360
30267;41380
30268;41380
30269;41400
30270;41400
30271;41410
30272;41410
30273;41420
30274;41420
30275;41430
30276;41430
30277;41440
30278;41440
30279;41450
30280;41450
30281;41460
30282;41460
30283;41480
30284;41480
30285;41490
30286;41490
30287;41500
30288;41500
30289;41660
30290;41660
30291;41670
30292;41670
30374;40380
30375;40380
